account_id,customer,industry,regime_state,previous_mrr,current_mrr
5542,Account 005542,Manufacturing,stable,50.0000000000,52.5721790200
5543,Account 005543,SaaS,stable,262.3548611000,335.4995821000
5544,Account 005544,SaaS,decline,77.3469279100,76.5340274700
5545,Account 005545,Health,decline,435.7450226000,564.9678528000
5546,Account 005546,Consulting,growth,68.7685961700,61.5959592000
5547,Account 005547,Manufacturing,growth,75.5920921400,107.9774583000
5548,Account 005548,Manufacturing,decline,50.0000000000,53.5716930000
5549,Account 005549,EdTech,stable,70.1755931500,74.3025279500
5550,Account 005550,Health,decline,50.0000000000,50.0000000000
5551,Account 005551,Fintech,decline,242.5169705000,277.6312412000
5552,Account 005552,Media,stable,8512.6730510000,10686.1832400000
5553,Account 005553,Manufacturing,stable,50.0000000000,54.5552901200
5554,Account 005554,Media,stable,50.0000000000,50.3299622500
5555,Account 005555,Retail,growth,131.9043051000,182.0004079000
5556,Account 005556,SaaS,stable,68.3648358300,93.4595219700
5557,Account 005557,SaaS,growth,82.5245075100,94.6412442900
5558,Account 005558,Health,stable,63.7286250000,71.2643824700
5559,Account 005559,Health,growth,62.7384672600,77.6325310100
5560,Account 005560,Media,growth,68.7914067900,74.0282330500
5561,Account 005561,Media,stable,168.2997139000,187.6750073000
5562,Account 005562,Health,decline,189.7989400000,164.6108125000
5563,Account 005563,Media,stable,86.7135299700,81.6021882400
5564,Account 005564,Logistics,stable,346.3198315000,415.8463881000
5565,Account 005565,Energy,growth,502.4629738000,565.9855700000
5566,Account 005566,Manufacturing,decline,189.5114543000,231.7958415000
5567,Account 005567,Health,stable,543.4844040000,711.6730244000
5568,Account 005568,Consulting,stable,393.1284475000,438.4024680000
5569,Account 005569,Fintech,decline,5548.1995280000,7227.6388820000
5570,Account 005570,Energy,stable,106.4395216000,106.3446775000
5571,Account 005571,Media,stable,51.2523644900,56.6516111800
5572,Account 005572,Manufacturing,stable,55.1387264800,57.8714397400
5573,Account 005573,Health,growth,640.3068995000,628.5494004000
5574,Account 005574,Health,growth,464.9102165000,589.0155239000
5575,Account 005575,Fintech,growth,278.2891741000,423.7189623000
5576,Account 005576,SaaS,stable,1254.1761060000,1586.5425410000
5577,Account 005577,EdTech,stable,1619.0105630000,2081.4891150000
5578,Account 005578,Manufacturing,growth,65.3091071900,58.2928018300
5579,Account 005579,Consulting,growth,102.7496297000,118.3478736000
5580,Account 005580,Energy,decline,57.0034509200,67.1012469500
5581,Account 005581,SaaS,stable,322.5945351000,399.0981580000
5582,Account 005582,EdTech,decline,421.3159929000,549.3537827000
5583,Account 005583,EdTech,growth,272.2204016000,327.1869606000
5584,Account 005584,Energy,decline,58.2858009200,50.0000000000
5585,Account 005585,Health,growth,157.0156985000,106.3659162000
5586,Account 005586,Retail,growth,83.6645736600,100.4074923000
5587,Account 005587,Retail,growth,73.4810104000,83.4419902400
5588,Account 005588,Manufacturing,stable,10524.7824000000,11677.8843700000
5589,Account 005589,SaaS,stable,97.2499565200,121.0191953000
5590,Account 005590,SaaS,growth,962.5319676000,392.0437147000
5591,Account 005591,SaaS,stable,402.9165031000,534.3777595000
5592,Account 005592,Media,growth,50.0000000000,50.0000000000
5593,Account 005593,EdTech,growth,50.0000000000,58.8329918800
5594,Account 005594,Energy,stable,50.3988879600,53.5224322500
5595,Account 005595,Retail,decline,62.3503283100,50.0000000000
5596,Account 005596,Manufacturing,decline,58.0815130500,50.0000000000
5597,Account 005597,Media,stable,57.3009693600,50.0000000000
5598,Account 005598,Retail,growth,440.6165225000,576.1156840000
5599,Account 005599,Energy,growth,64.5217930600,50.0000000000
5600,Account 005600,Fintech,decline,50.0000000000,52.9498176100
5601,Account 005601,Media,stable,50.0000000000,50.0000000000
5602,Account 005602,Consulting,growth,137.9121369000,154.5777457000
5603,Account 005603,Health,decline,92.0790314800,98.1423593100
5604,Account 005604,Energy,stable,138.8703145000,176.1498653000
5605,Account 005605,Media,decline,72.5196509000,92.1546935400
5606,Account 005606,Logistics,stable,772.7309138000,542.9354758000
5607,Account 005607,Consulting,growth,175.7761577000,202.7447820000
5608,Account 005608,Retail,stable,304.3994886000,403.8005724000
5609,Account 005609,Manufacturing,growth,253.5403483000,279.5403142000
5610,Account 005610,Health,growth,233.8439651000,295.0019696000
5611,Account 005611,Health,growth,369.5880015000,448.2652630000
5612,Account 005612,Fintech,decline,210.6413797000,211.1357171000
5613,Account 005613,Consulting,decline,64.8776804400,74.0381697900
5614,Account 005614,Energy,decline,145.7168647000,157.7555809000
5615,Account 005615,SaaS,stable,3726.6082280000,3616.9134170000
5616,Account 005616,SaaS,decline,251.4715252000,306.6052437000
5617,Account 005617,Media,stable,101.2883020000,99.7200633100
5618,Account 005618,Consulting,growth,72.8951997600,88.5013576200
5619,Account 005619,Media,growth,65.4564454100,93.0597163000
5620,Account 005620,Health,growth,77.3035530800,84.0473275500
5621,Account 005621,Logistics,stable,11910.4528500000,14601.1715900000
5622,Account 005622,EdTech,growth,137.3869379000,161.6425328000
5623,Account 005623,Manufacturing,stable,227.8047441000,301.3044432000
5624,Account 005624,Health,decline,60.6331439700,50.0000000000
5625,Account 005625,Retail,stable,224.9025616000,273.7588006000
5626,Account 005626,Fintech,decline,65.6088521800,50.0000000000
5627,Account 005627,Logistics,growth,82.1290254000,94.3966212400
5628,Account 005628,EdTech,growth,379.4614400000,460.1401430000
5629,Account 005629,Consulting,growth,451.0975493000,353.5330574000
5630,Account 005630,Manufacturing,growth,54.1008745100,74.9101128900
5631,Account 005631,Manufacturing,decline,405.7785457000,493.4070370000
5632,Account 005632,Health,stable,85.1978804800,94.9231141500
5633,Account 005633,Energy,decline,66.5560548400,73.7487267400
5634,Account 005634,Media,growth,70.0414041700,84.0746014900
5635,Account 005635,Consulting,growth,420.7776897000,587.7701160000
5636,Account 005636,Logistics,decline,51.7684327800,50.0000000000
5637,Account 005637,Media,stable,133.9570821000,102.2504667000
5638,Account 005638,Health,stable,50.0000000000,56.5182406800
5639,Account 005639,Energy,stable,147.3443693000,161.6418668000
5640,Account 005640,Fintech,growth,75.4987490800,102.4394293000
5641,Account 005641,EdTech,stable,79.7922996600,90.4617948600
5642,Account 005642,Fintech,stable,157.7777389000,168.2791471000
5643,Account 005643,Logistics,decline,159.8959491000,153.9597771000
5644,Account 005644,Energy,decline,87.5129809800,85.2768406600
5645,Account 005645,Retail,decline,330.5368335000,368.0656749000
5646,Account 005646,EdTech,growth,58.1085685000,60.4478307600
5647,Account 005647,Energy,stable,161.1101815000,167.2024475000
5648,Account 005648,Manufacturing,growth,89.8462862400,64.6175669100
5649,Account 005649,Retail,stable,50.0000000000,55.2175576100
5650,Account 005650,Manufacturing,stable,58.5769932100,53.6163047700
5651,Account 005651,Energy,decline,50.0000000000,50.0000000000
5652,Account 005652,Consulting,decline,122.2420203000,89.5140373100
5653,Account 005653,Media,stable,68.7046412600,66.7878128500
5654,Account 005654,Health,stable,113.8522272000,132.0362841000
5655,Account 005655,Health,growth,100.7069088000,50.0000000000
5656,Account 005656,SaaS,growth,50.0000000000,50.0000000000
5657,Account 005657,Retail,growth,166.1958058000,169.3332158000
5658,Account 005658,Energy,stable,415.1006316000,402.6847787000
5659,Account 005659,SaaS,growth,201.2677047000,207.6922136000
5660,Account 005660,Fintech,growth,50.0000000000,53.7898288700
5661,Account 005661,Fintech,stable,119.7185147000,85.3651044200
5662,Account 005662,Logistics,decline,60.3387228600,50.0000000000
5663,Account 005663,Manufacturing,decline,121.0125830000,90.8041202200
5664,Account 005664,Media,stable,256.6681259000,342.2645258000
5665,Account 005665,Health,growth,191.4888596000,199.0368672000
5666,Account 005666,Health,stable,57.8659168600,50.0000000000
5667,Account 005667,Health,growth,239.1160572000,86.0138638800
5668,Account 005668,Manufacturing,stable,50.1898199600,53.0878120300
5669,Account 005669,Health,decline,1117.0841940000,1207.4103250000
5670,Account 005670,SaaS,growth,200.2098556000,260.8902750000
5671,Account 005671,SaaS,stable,85.4454687700,58.1589604500
5672,Account 005672,Logistics,stable,261.4605412000,343.8278559000
5673,Account 005673,Fintech,stable,82.4756387700,78.7404117400
5674,Account 005674,Energy,growth,1014.7146630000,1199.6778320000
5675,Account 005675,Consulting,decline,50.0000000000,50.0000000000
5676,Account 005676,Logistics,growth,84.1635925700,97.9033522200
5677,Account 005677,SaaS,growth,65.0622001300,72.3374262200
5678,Account 005678,Consulting,stable,73.3558292400,66.7293809800
5679,Account 005679,Logistics,growth,62.0037192200,55.7980346100
5680,Account 005680,Energy,stable,213.0007094000,268.8295954000
5681,Account 005681,Health,decline,262.4157920000,91.7990940800
5682,Account 005682,Media,decline,194.4416052000,180.1467171000
5683,Account 005683,Health,growth,101.4578388000,136.0610408000
5684,Account 005684,Retail,growth,149.2695228000,122.4980679000
5685,Account 005685,SaaS,stable,264.9022154000,290.0425704000
5686,Account 005686,Fintech,growth,55.1157541700,75.4274072100
5687,Account 005687,Media,decline,23760.2589800000,28531.1511500000
5688,Account 005688,Manufacturing,growth,71.6155139900,105.4172329000
5689,Account 005689,Logistics,stable,57.7936556500,58.7143462500
5690,Account 005690,Retail,stable,60.6788339200,66.6851086300
5691,Account 005691,Manufacturing,growth,75.7860392000,96.1153361900
5692,Account 005692,Manufacturing,growth,772.7102219000,806.7456068000
5693,Account 005693,Fintech,stable,142.1323321000,183.2450571000
5694,Account 005694,SaaS,decline,4391.0850850000,4116.3122410000
5695,Account 005695,Fintech,growth,105.9195413000,132.5734634000
5696,Account 005696,Energy,stable,142.6317536000,138.1835098000
5697,Account 005697,Manufacturing,stable,72.4583158500,50.0000000000
5698,Account 005698,Retail,growth,158.2063667000,166.9716246000
5699,Account 005699,Consulting,stable,105.7214099000,119.5895534000
5700,Account 005700,Media,growth,68.2315963800,73.9203584900
5701,Account 005701,SaaS,growth,95.3481017900,103.8806863000
5702,Account 005702,Logistics,decline,128.6671177000,165.0572034000
5703,Account 005703,Consulting,stable,255.5827107000,310.3893154000
5704,Account 005704,Media,growth,134.7120113000,298.5707670000
5705,Account 005705,Retail,growth,287.6315868000,316.7418113000
5706,Account 005706,Health,decline,292.5273585000,361.1274570000
5707,Account 005707,Media,growth,97.5519340900,85.1959389400
5708,Account 005708,Health,growth,65.5578179800,83.0287319000
5709,Account 005709,EdTech,growth,50.9771085500,50.0000000000
5710,Account 005710,SaaS,growth,141.4486347000,158.6202364000
5711,Account 005711,EdTech,growth,386.4906022000,472.4847330000
5712,Account 005712,Consulting,stable,147.6156443000,199.1612207000
5713,Account 005713,Consulting,decline,83.8282180900,75.3646362200
5714,Account 005714,Health,growth,98.7754297700,167.2239563000
5715,Account 005715,Retail,growth,81.7783061400,95.6032173200
5716,Account 005716,Energy,stable,83.3247989400,106.3287091000
5717,Account 005717,SaaS,stable,91.7311641900,50.0000000000
5718,Account 005718,Consulting,growth,345.5175778000,433.0249200000
5719,Account 005719,EdTech,growth,91.1060120600,50.0000000000
5720,Account 005720,Consulting,stable,323.8520472000,428.1495441000
5721,Account 005721,Fintech,decline,166.9661515000,155.2706704000
5722,Account 005722,EdTech,decline,77.4653626800,72.9327668000
5723,Account 005723,EdTech,stable,62.4309266900,82.9986818200
5724,Account 005724,Consulting,stable,50.0000000000,54.1681015900
5725,Account 005725,SaaS,stable,377.3887427000,327.5390609000
5726,Account 005726,Health,growth,66.9830594500,50.0000000000
5727,Account 005727,Media,decline,61.5836598200,56.0357808800
5728,Account 005728,SaaS,stable,111.9329697000,116.2977814000
5729,Account 005729,Consulting,decline,564.5614797000,359.3702284000
5730,Account 005730,Fintech,growth,133.4623172000,149.9963608000
5731,Account 005731,Health,stable,76.4897858800,77.3618003000
5732,Account 005732,Consulting,stable,202.9179663000,222.2287948000
5733,Account 005733,Fintech,decline,164.5814708000,188.2723425000
5734,Account 005734,Fintech,decline,70.2145262900,76.9499498400
5735,Account 005735,SaaS,decline,472.7686476000,584.4521804000
5736,Account 005736,Fintech,growth,1313.7105060000,1639.5870390000
5737,Account 005737,Retail,growth,64.9874449200,63.3747077600
5738,Account 005738,Health,growth,73.2137561700,75.4819877200
5739,Account 005739,SaaS,stable,64.3130274700,59.2042946000
5740,Account 005740,SaaS,stable,131.0447572000,170.9976046000
5741,Account 005741,Media,growth,444.4536586000,361.0757052000
5742,Account 005742,EdTech,stable,144.2474109000,162.9256572000
5743,Account 005743,Media,stable,337.5872131000,383.8793336000
5744,Account 005744,Consulting,stable,64.1119569800,80.0279887900
5745,Account 005745,Energy,growth,82.8474362700,97.7927766300
5746,Account 005746,SaaS,growth,1039.5451960000,1463.9509090000
5747,Account 005747,Logistics,growth,251.4368867000,292.4963929000
5748,Account 005748,Consulting,growth,138.4264814000,118.9916398000
5749,Account 005749,Health,stable,92.4300429700,110.2972532000
5750,Account 005750,Energy,growth,64.5891955900,79.4055702000
5751,Account 005751,Fintech,growth,268.6988330000,329.1807613000
5752,Account 005752,Energy,decline,84.2967847100,50.0000000000
5753,Account 005753,Logistics,stable,50.0000000000,50.0000000000
5754,Account 005754,Manufacturing,stable,383.2117132000,488.9881440000
5755,Account 005755,EdTech,stable,137.6906884000,133.5824637000
5756,Account 005756,Retail,growth,76.0286939400,106.4273403000
5757,Account 005757,SaaS,growth,83.7481964300,104.9810997000
5758,Account 005758,Manufacturing,stable,111.8847231000,125.6596568000
5759,Account 005759,Consulting,decline,62.7317807000,59.0434020700
5760,Account 005760,EdTech,stable,173.0460145000,195.0499006000
5761,Account 005761,Logistics,stable,510.6438153000,605.3687864000
5762,Account 005762,SaaS,decline,50.0000000000,53.1533884000
5763,Account 005763,Consulting,stable,360.8492853000,360.7714098000
5764,Account 005764,SaaS,decline,231.1159243000,275.1197572000
5765,Account 005765,Media,stable,315.6986696000,312.7999087000
5766,Account 005766,Logistics,stable,435.9408310000,532.3000394000
5767,Account 005767,Consulting,stable,141.4984621000,139.7290087000
5768,Account 005768,SaaS,decline,83.8744462200,91.2436980600
5769,Account 005769,Energy,stable,15502.0137100000,17908.4263600000
5770,Account 005770,Media,stable,80.4059885900,77.1409699600
5771,Account 005771,Media,growth,627.9471344000,609.8993592000
5772,Account 005772,Logistics,stable,92.4853124700,128.8177661000
5773,Account 005773,Logistics,stable,78.4813447800,80.6631808700
5774,Account 005774,SaaS,stable,188.7708949000,210.1799146000
5775,Account 005775,Health,stable,50.0000000000,60.9583198000
5776,Account 005776,Energy,decline,125.6141220000,142.7890853000
5777,Account 005777,Retail,stable,80.4997581100,92.9709868900
5778,Account 005778,Manufacturing,stable,377.2131935000,414.7911335000
5779,Account 005779,Health,stable,67.8333375600,87.6321935200
5780,Account 005780,SaaS,decline,158.6047119000,130.9578791000
5781,Account 005781,Retail,decline,66.2164127400,50.0000000000
5782,Account 005782,Retail,growth,97.6002307000,128.5365931000
5783,Account 005783,Retail,stable,427.3311405000,551.6256561000
5784,Account 005784,Manufacturing,growth,126.7343993000,165.0477514000
5785,Account 005785,Energy,growth,897.0229839000,890.5367912000
5786,Account 005786,Media,growth,55.8189257000,57.3185379600
5787,Account 005787,Media,growth,50.0000000000,50.0000000000
5788,Account 005788,SaaS,stable,175.1472790000,201.6443678000
5789,Account 005789,Energy,stable,54.9171407700,72.6837290600
5790,Account 005790,Health,stable,70.2657504200,77.2595441300
5791,Account 005791,Logistics,stable,669.7609009000,802.1089097000
5792,Account 005792,SaaS,stable,309.1573170000,368.4012857000
5793,Account 005793,Logistics,decline,101.4601953000,98.8124186400
5794,Account 005794,Energy,growth,328.4617357000,449.1861576000
5795,Account 005795,EdTech,decline,90.6619491200,79.1662209500
5796,Account 005796,Media,stable,166.3242285000,226.5673138000
5797,Account 005797,Consulting,stable,252.7560900000,290.4093866000
5798,Account 005798,Fintech,growth,4390.0808000000,5696.1591690000
5799,Account 005799,SaaS,growth,50.0000000000,58.0438819100
5800,Account 005800,Manufacturing,decline,165.0324330000,125.7863795000
5801,Account 005801,Energy,stable,162.1011158000,194.9790092000
5802,Account 005802,SaaS,stable,50.0000000000,66.7332737600
5803,Account 005803,Consulting,growth,180.5660371000,158.0746506000
5804,Account 005804,SaaS,stable,57.8033507300,50.0000000000
5805,Account 005805,Health,stable,96.9073834200,50.0000000000
5806,Account 005806,Consulting,stable,67.2931639100,67.2203723900
5807,Account 005807,Manufacturing,stable,65.6480139400,75.4032488500
5808,Account 005808,Energy,growth,50.0000000000,62.0981562400
5809,Account 005809,Fintech,stable,53.0631323000,59.8421247300
5810,Account 005810,EdTech,decline,79.3595526300,65.7118825300
5811,Account 005811,Media,stable,474.1757360000,522.5300623000
5812,Account 005812,Health,growth,96.4270569800,121.5910265000
5813,Account 005813,Manufacturing,stable,197.8202779000,164.7183061000
5814,Account 005814,Manufacturing,stable,68.4224473500,90.5176509200
5815,Account 005815,Health,decline,51.5013311000,56.7467925200
5816,Account 005816,Health,decline,161.3899392000,190.6421396000
5817,Account 005817,Energy,growth,170.3374108000,76.7024782500
5818,Account 005818,SaaS,growth,1127.4883410000,1272.4156150000
5819,Account 005819,EdTech,stable,110.4493431000,162.9011777000
5820,Account 005820,Energy,stable,272.6744542000,465.6998888000
5821,Account 005821,Energy,stable,105.8606660000,124.4683009000
5822,Account 005822,Energy,growth,63.2192154900,55.8505326000
5823,Account 005823,Fintech,stable,157.3934243000,207.7009793000
5824,Account 005824,Media,growth,50.0000000000,53.1093431900
5825,Account 005825,Consulting,stable,194.1400567000,273.6700634000
5826,Account 005826,Logistics,growth,3834.1965160000,4745.7335870000
5827,Account 005827,SaaS,stable,90.3706522200,89.4506385400
5828,Account 005828,Fintech,stable,50.0000000000,57.5774311600
5829,Account 005829,SaaS,stable,154.8667632000,175.3495552000
5830,Account 005830,Energy,stable,146.5247886000,181.1868824000
5831,Account 005831,Consulting,stable,84.1280966200,107.2897218000
5832,Account 005832,EdTech,decline,133.9962055000,165.7235587000
5833,Account 005833,Health,stable,54.6368042400,50.0000000000
5834,Account 005834,Logistics,stable,110.5996404000,113.2782912000
5835,Account 005835,Retail,stable,64.3648129400,72.9940699000
5836,Account 005836,Logistics,growth,174.7564710000,223.2339404000
5837,Account 005837,Retail,stable,56.6558557100,52.5517827000
5838,Account 005838,Manufacturing,stable,61.5719223900,30.4336641200
5839,Account 005839,Health,growth,18454.5232600000,21862.2056800000
5840,Account 005840,Logistics,stable,50.0000000000,50.0000000000
5841,Account 005841,Media,growth,105.9910522000,132.1485840000
5842,Account 005842,EdTech,stable,50.0000000000,54.6874457800
5843,Account 005843,Retail,stable,60.1860524900,52.7517934300
5844,Account 005844,EdTech,stable,948.7566178000,1317.1036310000
5845,Account 005845,Health,stable,138.4814333000,154.4410608000
5846,Account 005846,Logistics,stable,1001.3283920000,1194.6839520000
5847,Account 005847,EdTech,stable,791.3816549000,921.3113673000
5848,Account 005848,Consulting,growth,66.9240502700,74.3330348600
5849,Account 005849,Consulting,decline,1475.9491750000,1774.9863280000
5850,Account 005850,EdTech,growth,178.8228223000,212.6208612000
5851,Account 005851,Fintech,stable,95.0180649400,99.3625690800
5852,Account 005852,Energy,stable,100.1230187000,111.8864009000
5853,Account 005853,Manufacturing,stable,53.9752248100,64.8056567800
5854,Account 005854,SaaS,stable,50.0000000000,50.0000000000
5855,Account 005855,Retail,stable,118.9621988000,158.1622678000
5856,Account 005856,Health,stable,76.7771168500,92.2883621900
5857,Account 005857,Consulting,stable,50.0000000000,50.0000000000
5858,Account 005858,Consulting,stable,68.5328423400,96.1836569800
5859,Account 005859,Fintech,stable,50.0000000000,50.0000000000
5860,Account 005860,Consulting,decline,272.1631983000,341.8108524000
5861,Account 005861,Health,stable,83.0339926800,71.1754082000
5862,Account 005862,Fintech,growth,172.4908982000,211.7338035000
5863,Account 005863,Manufacturing,stable,131.2570325000,162.7549485000
5864,Account 005864,Consulting,stable,111.8137612000,106.5466922000
5865,Account 005865,Energy,decline,57.1479528900,60.1934078100
5866,Account 005866,SaaS,stable,384.6440913000,50.0000000000
5867,Account 005867,EdTech,stable,391.9868648000,518.8516676000
5868,Account 005868,Energy,decline,57.3825434900,63.0300497200
5869,Account 005869,Media,growth,50.0000000000,60.1907968500
5870,Account 005870,Manufacturing,stable,51.6412146800,50.0000000000
5871,Account 005871,Media,stable,50.0000000000,50.0000000000
5872,Account 005872,Energy,stable,120.8931777000,153.8772068000
5873,Account 005873,Retail,decline,50.0000000000,50.0000000000
5874,Account 005874,Logistics,growth,50.0000000000,61.3582350800
5875,Account 005875,SaaS,stable,172.2915132000,158.1230390000
5876,Account 005876,Consulting,growth,838.4544527000,1030.9500620000
5877,Account 005877,Manufacturing,growth,263.1132069000,265.2600442000
5878,Account 005878,Energy,growth,54.0347267600,68.0537200600
5879,Account 005879,SaaS,decline,135.6849853000,118.0976238000
5880,Account 005880,EdTech,stable,55.8110109200,62.3475723700
5881,Account 005881,Logistics,stable,345.0018397000,376.1952496000
5882,Account 005882,Consulting,stable,144.2727737000,153.4338468000
5883,Account 005883,Manufacturing,decline,50.0000000000,50.0000000000
5884,Account 005884,Manufacturing,decline,54.3078448200,68.1258492400
5885,Account 005885,Retail,growth,457.4097035000,537.2248384000
5886,Account 005886,Logistics,stable,58.1510089600,66.6879889500
5887,Account 005887,SaaS,stable,8323.9362630000,9755.4278140000
5888,Account 005888,Health,decline,280.3516344000,333.1852402000
5889,Account 005889,Logistics,decline,445.1529101000,517.3942009000
5890,Account 005890,Manufacturing,stable,86.9519005200,93.8651865100
5891,Account 005891,Energy,decline,165.4203115000,221.9298276000
5892,Account 005892,SaaS,decline,86.8638848800,114.2748550000
5893,Account 005893,Fintech,decline,67.6850924200,65.5248589500
5894,Account 005894,SaaS,stable,109.7674561000,74.7973205000
5895,Account 005895,Health,decline,56.4214331200,58.9853330300
5896,Account 005896,Energy,stable,2321.7940130000,2609.5789030000
5897,Account 005897,Health,growth,292.7947023000,387.4548048000
5898,Account 005898,Energy,stable,74.0835038400,63.8598654400
5899,Account 005899,Manufacturing,stable,57.5803279600,50.0000000000
5900,Account 005900,EdTech,stable,176.3686871000,125.0008545000
5901,Account 005901,Consulting,stable,50.0000000000,62.9063305300
5902,Account 005902,Health,growth,444.1630920000,566.4628922000
5903,Account 005903,Consulting,growth,50.4847158100,54.6448896200
5904,Account 005904,Fintech,growth,56.6590085900,59.6047496900
5905,Account 005905,Logistics,growth,62.2211722400,79.4776318500
5906,Account 005906,Retail,decline,60.5894058900,50.0000000000
5907,Account 005907,SaaS,stable,50.0000000000,50.0000000000
5908,Account 005908,Consulting,stable,197.7779513000,201.4582543000
5909,Account 005909,Media,decline,55.2398384700,50.0000000000
5910,Account 005910,Logistics,stable,388.5134841000,563.1240664000
5911,Account 005911,Media,stable,50.0000000000,50.0000000000
5912,Account 005912,Health,decline,50.0000000000,50.0000000000
5913,Account 005913,Logistics,decline,50.0000000000,55.8580614900
5914,Account 005914,Consulting,decline,95.7439995100,70.8710537600
5915,Account 005915,Health,growth,166.1503118000,207.0952915000
5916,Account 005916,EdTech,decline,92.6460348800,88.0438842000
5917,Account 005917,Logistics,growth,377.5097755000,446.9768577000
5918,Account 005918,Fintech,decline,50.0000000000,51.7051308300
5919,Account 005919,Consulting,stable,670.9927217000,709.0424316000
5920,Account 005920,Logistics,stable,57.7224951300,76.2913599300
5921,Account 005921,EdTech,growth,101.2743255000,118.4001158000
5922,Account 005922,EdTech,decline,50.0000000000,58.0958082600
5923,Account 005923,Media,stable,767.7882772000,865.6502810000
5924,Account 005924,Health,growth,58.1250420000,62.5740567500
5925,Account 005925,Retail,growth,89.6700476900,106.3077988000
5926,Account 005926,Manufacturing,decline,76.9134836300,79.8921684100
5927,Account 005927,Manufacturing,stable,406.7408191000,460.5435194000
5928,Account 005928,Consulting,decline,60.0099614600,64.2826571400
5929,Account 005929,Manufacturing,growth,2732.7543670000,3330.0910340000
5930,Account 005930,Media,stable,90.3493929400,110.9045483000
5931,Account 005931,Health,growth,50.0000000000,55.3907395000
5932,Account 005932,Retail,decline,62.2240827900,65.9870328300
5933,Account 005933,Retail,stable,184.2640909000,196.3041920000
5934,Account 005934,Retail,decline,67.0239526300,146.5316200000
5935,Account 005935,Fintech,growth,50.0000000000,65.7838892100
5936,Account 005936,Manufacturing,stable,526.4792280000,1436.2283280000
5937,Account 005937,SaaS,stable,96.4249401100,83.8007624000
5938,Account 005938,Manufacturing,stable,94.2490432800,104.8209636000
5939,Account 005939,Logistics,stable,373.8049553000,533.6726686000
5940,Account 005940,Manufacturing,decline,413.8224036000,347.0203207000
5941,Account 005941,Fintech,growth,122.9493289000,144.7406956000
5942,Account 005942,Media,decline,56.1165066100,50.0000000000
5943,Account 005943,Retail,growth,204.6758471000,257.6521817000
5944,Account 005944,Energy,growth,81.8043720000,91.3778505300
5945,Account 005945,Logistics,growth,50.0000000000,64.9392896100
5946,Account 005946,Manufacturing,stable,65.2760559000,75.5905671600
5947,Account 005947,SaaS,stable,61.6924012200,50.0000000000
5948,Account 005948,Fintech,stable,334.4728199000,416.7707842000
5949,Account 005949,Logistics,stable,72.6676769000,86.1409755100
5950,Account 005950,Manufacturing,growth,87.5992672900,96.4494432000
5951,Account 005951,SaaS,stable,155.5306542000,217.2866192000
5952,Account 005952,Energy,stable,172.7229454000,207.4401365000
5953,Account 005953,Logistics,stable,501.9441385000,510.1984799000
5954,Account 005954,Fintech,stable,125.8455431000,135.7299323000
5955,Account 005955,Consulting,stable,188.6453408000,218.7696461000
5956,Account 005956,EdTech,stable,162.2830230000,212.8719073000
5957,Account 005957,Retail,stable,89.0521646500,50.0000000000
5958,Account 005958,SaaS,decline,92.9808056600,60.7945502100
5959,Account 005959,Media,stable,62.2613834500,50.0000000000
5960,Account 005960,Energy,stable,59.3978441700,65.5754073000
5961,Account 005961,Media,growth,156.2438513000,109.4946718000
5962,Account 005962,Retail,stable,240.9699835000,133.6572256000
5963,Account 005963,Manufacturing,decline,245.2471763000,259.5531454000
5964,Account 005964,Retail,stable,50.0836077900,133.0348185000
5965,Account 005965,Health,growth,57.5959978600,72.1349144600
5966,Account 005966,SaaS,growth,1073.6734600000,1249.7871640000
5967,Account 005967,Fintech,growth,124.4500096000,50.0000000000
5968,Account 005968,SaaS,stable,69.6841963100,77.9213825700
5969,Account 005969,Consulting,growth,58.9681313800,52.6124681600
5970,Account 005970,Fintech,stable,2217.7774750000,2238.1806760000
5971,Account 005971,Health,decline,96.1044463200,50.0000000000
5972,Account 005972,Manufacturing,stable,165.7124835000,195.1297381000
5973,Account 005973,Logistics,stable,64.0967381700,50.0000000000
5974,Account 005974,Consulting,growth,50.0000000000,51.0566382900
5975,Account 005975,Energy,stable,50.0000000000,52.5509863800
5976,Account 005976,Consulting,growth,50.0000000000,69.0868533800
5977,Account 005977,Media,stable,50.0000000000,54.2520640900
5978,Account 005978,Health,decline,69.9809582900,66.7764005700
5979,Account 005979,Media,decline,52.2620081100,53.8534272400
5980,Account 005980,SaaS,stable,92.6425139500,90.9506441300
5981,Account 005981,Consulting,stable,192.6725204000,189.8121648000
5982,Account 005982,Manufacturing,stable,386.5763403000,390.4326983000
5983,Account 005983,SaaS,stable,428.2863837000,578.4834671000
5984,Account 005984,Logistics,stable,75.5446645500,86.7417562800
5985,Account 005985,Health,stable,60.8300609300,50.0000000000
5986,Account 005986,Logistics,growth,123.9078257000,168.5500860000
5987,Account 005987,Logistics,decline,115.6158039000,126.7759414000
5988,Account 005988,Fintech,stable,88.7680694400,74.2820793600
5989,Account 005989,Manufacturing,growth,136.7192215000,149.3334593000
5990,Account 005990,Consulting,stable,636.9537496000,890.1235182000
5991,Account 005991,Health,decline,313.9606817000,277.4439495000
5992,Account 005992,Retail,stable,57.9579600500,56.8579615400
5993,Account 005993,Energy,stable,182.5892464000,244.3455401000
5994,Account 005994,Consulting,stable,50.0000000000,60.3828202800
5995,Account 005995,Energy,growth,105.8346144000,104.7359089000
