account_id,month,company_size,industry,contract_type,discount_pct,regime_state,active_users,usage_growth,feature_adoption_rate,error_rate,tickets_count,ticket_growth,payment_delay_flag,current_mrr,next_month_mrr,previous_month,previous_mrr,previous_active_users,previous_feature_adoption_rate,previous_error_rate,previous_tickets_count,previous_discount_pct,mrr_change,mrr_change_pct,absolute_mrr_change,change_direction,active_users_change,active_users_change_pct,feature_adoption_change,error_rate_change,tickets_change,tickets_change_pct,discount_change,transaction_id,timestamp,transaction_type,amount,reason_code,transaction_count,transaction_ids,transaction_timestamps,transaction_types,transaction_amounts,reason_codes,transaction_amount_total,transaction_reconciliation_diff,positive_transaction_amount,negative_transaction_amount,new_arr_amount,expansion_amount,contraction_amount,churn_amount,sla_credit_amount,refund_amount,usage_overage_amount,new_arr_share,expansion_share,contraction_share,churn_share,sla_credit_share,refund_share,usage_overage_share,largest_transaction_id,largest_transaction_timestamp,largest_transaction_type,largest_transaction_amount,largest_transaction_reason_code,largest_positive_transaction_amount,largest_negative_transaction_amount,primary_transaction_type,primary_reason_code,primary_driver_amount,primary_driver_share,secondary_transaction_type,secondary_reason_code,secondary_driver_amount,secondary_driver_share,change_classification,usage_signal,adoption_signal,reliability_signal,support_signal,payment_signal,usage_growth_driver_flag,feature_adoption_driver_flag,error_rate_driver_flag,ticket_growth_driver_flag,payment_delay_driver_flag,discount_driver_flag,variance_score,variance_rank,material_variance_flag,account_contribution_to_total_change,account_contribution_pct,company_size_mrr_change,company_size_contribution_pct,industry_mrr_change,industry_contribution_pct,contract_type_mrr_change,contract_type_contribution_pct,prior_3m_avg_mrr,prior_3m_avg_change,prior_3m_avg_change_pct,prior_3m_max_change,prior_3m_min_change,change_vs_prior_3m_avg,historical_change_label,churn_flag,churn_reason_code,driver_summary,evidence_summary
ACC-0019,6,Mid-Market,Real Estate,Annual,0.1741,stable,66.4745,0.055109,0.063036,0.011656,1,inf,0,8492.07,8492.07,5,8492.07,66.833,0.072653,0.020552,0,0.1741,0,0,0,increase,-0.3585,-0.0053641165,-0.009617,-0.008896,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,23,False,0,0,9075.49,0.3387123802,1551.04,0.0578873923,19556.77,0.7298911812,8727.8833333333,-117.9066666667,-0.0133291279,0,-353.72,117.9066666667,normal,False,,No driver activity this period.,0 transactions
ACC-0020,6,SMB,Energy,Annual,0.1079,stable,7.7321,0.100099,0.044001,0.0205,1,inf,0,1617.68,1543.76,5,1617.68,6.5622,0.05,0.02,0,0.1079,0,0,0,increase,1.1699,0.1782786261,-0.005999,0.0005,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,24,False,0,0,-168.4,-0.0062849681,1465.46,0.0546934044,19556.77,0.7298911812,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0024,6,SMB,Healthcare,Multi-Year,0.1719,stable,14.4236,0.103731,0.077507,0.076352,3,inf,0,653.29,653.29,5,653.29,12.7994,0.065399,0.024635,0,0.1719,0,0,0,increase,1.6242,0.1268965733,0.012108,0.051717,3,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,negative,negative,stable,True,True,True,True,False,False,0,25,False,0,0,-168.4,-0.0062849681,18968.69,0.7079430576,-315.22,-0.0117645346,766.8366666667,-56.7733333333,-0.0689323021,0,-170.32,56.7733333333,normal,False,,No driver activity this period.,0 transactions
ACC-0027,6,Mid-Market,Healthcare,Monthly,0.1456,growth,48.1046,-0.048232,0.062355,0.089619,7,0.4,0,5830.02,6076.39,5,4894.88,46.9457,0.060908,0.076203,5,0.1456,935.14,0.19104452,935.14,increase,1.1589,0.024685967,0.001447,0.013416,2,0.4,0,INV-2025-06-010,2025-06-06T10:00:00,Expansion,935.14,Seat_Add,1,"[""INV-2025-06-010""]","[""2025-06-06T10:00:00""]","[""Expansion""]",[935.14],"[""Seat_Add""]",935.14,0,935.14,0,0,935.14,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-06-010,2025-06-06T10:00:00,Expansion,935.14,Seat_Add,935.14,0,Expansion,Seat_Add,935.14,1,,,0,0,Expansion,negative,stable,negative,negative,stable,True,False,True,True,False,False,0.2377516526,6,False,935.14,0.03490098,9075.49,0.3387123802,18968.69,0.7079430576,7552.54,0.2818733534,,,,,,,insufficient_history,False,,Expansion +935.1400,1 transactions; largest INV-2025-06-010 +935.1400 (Seat_Add)
ACC-0028,6,SMB,Education,Monthly,0.0925,stable,18.3727,0.020125,0.077373,0.011808,2,1,0,2452.4,0,5,2452.4,14.2141,0.074344,0.014506,1,0.0925,0,0,0,increase,4.1586,0.2925686466,0.003029,-0.002698,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,26,False,0,0,-168.4,-0.0062849681,4808.9,0.1794761457,7552.54,0.2818733534,2327.4833333333,124.9166666667,0.0601240183,374.75,0,-124.9166666667,normal,False,,No driver activity this period.,0 transactions
ACC-0033,6,Mid-Market,Real Estate,Monthly,0.1922,stable,24.6416,0.022772,0.07554,0.07664,6,0.5,0,3453.49,3453.49,5,3453.49,22.1518,0.064417,0.08603,4,0.1922,0,0,0,increase,2.4898,0.1123971867,0.011123,-0.00939,2,0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,negative,stable,True,True,False,True,False,False,0,27,False,0,0,9075.49,0.3387123802,1551.04,0.0578873923,7552.54,0.2818733534,3421.1666666667,32.3233333333,0.0096300136,96.97,0,-32.3233333333,normal,False,,No driver activity this period.,0 transactions
ACC-0037,6,SMB,Technology,Multi-Year,0.1992,stable,10.7968,-0.007375,0.075986,0.013997,1,inf,0,768.94,768.94,5,768.94,8.3144,0.057999,0.010523,0,0.1992,0,0,0,increase,2.4824,0.2985663427,0.017987,0.003474,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,positive,stable,stable,stable,False,True,False,False,False,False,0,28,False,0,0,-168.4,-0.0062849681,0,0,-315.22,-0.0117645346,768.94,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0040,6,SMB,Healthcare,Multi-Year,0.0269,decline,18.4004,0.145945,0.063787,0.08517,3,2,0,1618.1,1618.1,5,1933.32,20.0145,0.059417,0.02344,1,0.0269,-315.22,-0.163045952,315.22,decrease,-1.6141,-0.0806465313,0.00437,0.06173,2,2,0,CR-2025-06-001,2025-06-26T10:00:00,Contraction,-315.22,Seat_Reduction,1,"[""CR-2025-06-001""]","[""2025-06-26T10:00:00""]","[""Contraction""]",[-315.22],"[""Seat_Reduction""]",-315.22,0,0,-315.22,0,0,-315.22,0,0,0,0,0,0,1,0,0,0,0,CR-2025-06-001,2025-06-26T10:00:00,Contraction,-315.22,Seat_Reduction,0,-315.22,Contraction,Seat_Reduction,-315.22,1,,,0,0,Contraction,positive,stable,negative,negative,stable,True,False,True,True,False,False,0.1853607689,9,False,-315.22,-0.0117645346,-168.4,-0.0062849681,18968.69,0.7079430576,-315.22,-0.0117645346,,,,,,,insufficient_history,False,,Contraction -315.2200,1 transactions; largest CR-2025-06-001 -315.2200 (Seat_Reduction)
ACC-0043,6,SMB,Media,Annual,0.0855,stable,7.3279,-0.023218,0.092745,0.024231,1,0,0,651.75,651.75,5,651.75,5.2015,0.088034,0.024033,1,0.0855,0,0,0,increase,2.1264,0.4088051524,0.004711,0.000198,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,29,False,0,0,-168.4,-0.0062849681,0,0,19556.77,0.7298911812,540.58,62.07,0.1251938492,147.3,0,-62.07,normal,False,,No driver activity this period.,0 transactions
ACC-0044,6,Mid-Market,Energy,Annual,0.0296,growth,66.6554,-0.02154,0.041224,0.020635,1,inf,0,7561.23,8732.32,5,6353.23,60.3543,0.05,0.02,0,0.0296,1208,0.1901395038,1208,increase,6.3011,0.1044018405,-0.008776,0.000635,1,inf,0,INV-2025-06-011,2025-06-09T10:00:00,Expansion,1208,Seat_Add,1,"[""INV-2025-06-011""]","[""2025-06-09T10:00:00""]","[""Expansion""]",[1208.0],"[""Seat_Add""]",1208,0,1208,0,0,1208,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-06-011,2025-06-09T10:00:00,Expansion,1208,Seat_Add,1208,0,Expansion,Seat_Add,1208,1,,,0,0,Expansion,negative,stable,stable,stable,stable,True,False,False,False,False,False,0.2467018815,5,False,1208,0.045084569,9075.49,0.3387123802,1465.46,0.0546934044,19556.77,0.7298911812,,,,,,,insufficient_history,False,,"Expansion +1,208.0000","1 transactions; largest INV-2025-06-011 +1,208.0000 (Seat_Add)"
ACC-0046,6,Enterprise,Retail,Multi-Year,0.0473,stable,544.9646,0.015753,0.05,0.02,0,,0,107548.7,119082.29,,,,,,,0.0473,0,0,0,increase,,,,,,,,INV-2025-06-012,2025-06-21T10:00:00,New_ARR,107548.7,New_Logo_Signed,1,"[""INV-2025-06-012""]","[""2025-06-21T10:00:00""]","[""New_ARR""]",[107548.7],"[""New_Logo_Signed""]",107548.7,0,107548.7,0,107548.7,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2025-06-012,2025-06-21T10:00:00,New_ARR,107548.7,New_Logo_Signed,107548.7,0,New_ARR,New_Logo_Signed,107548.7,1,,,0,0,New_ARR,stable,unknown,unknown,unknown,stable,False,False,False,False,False,False,0,30,False,0,0,17887,0.6675725878,0,0,-315.22,-0.0117645346,,,,,,,insufficient_history,False,,"New_ARR +107,548.7000","1 transactions; largest INV-2025-06-012 +107,548.7000 (New_Logo_Signed)"
ACC-0049,6,SMB,Manufacturing,Monthly,0.0557,stable,6.3211,0.056716,0.054204,0.01808,2,1,0,1135.19,1135.19,5,1135.19,7.753,0.037902,0.023522,1,0.0557,0,0,0,increase,-1.4319,-0.1846897975,0.016302,-0.005442,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,31,False,0,0,-168.4,-0.0062849681,0,0,7552.54,0.2818733534,1093.41,20.89,0.0194774923,62.67,0,-20.89,normal,False,,No driver activity this period.,0 transactions
ACC-0055,6,SMB,Education,Annual,0.0758,stable,6.9554,0.010676,0.05,0.02,0,,0,962.09,962.09,,,,,,,0.0758,0,0,0,increase,,,,,,,,INV-2025-06-013,2025-06-15T10:00:00,New_ARR,962.09,New_Logo_Signed,1,"[""INV-2025-06-013""]","[""2025-06-15T10:00:00""]","[""New_ARR""]",[962.09],"[""New_Logo_Signed""]",962.09,0,962.09,0,962.09,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2025-06-013,2025-06-15T10:00:00,New_ARR,962.09,New_Logo_Signed,962.09,0,New_ARR,New_Logo_Signed,962.09,1,,,0,0,New_ARR,stable,unknown,unknown,unknown,stable,False,False,False,False,False,False,0,32,False,0,0,-168.4,-0.0062849681,4808.9,0.1794761457,19556.77,0.7298911812,,,,,,,insufficient_history,False,,New_ARR +962.0900,1 transactions; largest INV-2025-06-013 +962.0900 (New_Logo_Signed)
ACC-0057,6,SMB,Media,Annual,0.192,stable,9.1432,0.089887,0.05,0.02,0,,0,924.33,1239.33,,,,,,,0.192,0,0,0,increase,,,,,,,,INV-2025-06-014,2025-06-19T10:00:00,New_ARR,924.33,New_Logo_Signed,1,"[""INV-2025-06-014""]","[""2025-06-19T10:00:00""]","[""New_ARR""]",[924.33],"[""New_Logo_Signed""]",924.33,0,924.33,0,924.33,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2025-06-014,2025-06-19T10:00:00,New_ARR,924.33,New_Logo_Signed,924.33,0,New_ARR,New_Logo_Signed,924.33,1,,,0,0,New_ARR,positive,unknown,unknown,unknown,stable,True,False,False,False,False,False,0,33,False,0,0,-168.4,-0.0062849681,0,0,19556.77,0.7298911812,,,,,,,insufficient_history,False,,New_ARR +924.3300,1 transactions; largest INV-2025-06-014 +924.3300 (New_Logo_Signed)
ACC-0059,6,SMB,Fintech,Monthly,0.095,stable,7.0877,-0.049072,0.038863,0.011239,2,0,0,1211.77,1211.77,5,1211.77,9.0315,0.034458,0.0175,2,0.095,0,0,0,increase,-1.9438,-0.2152244921,0.004405,-0.006261,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,34,False,0,0,-168.4,-0.0062849681,0,0,7552.54,0.2818733534,1211.77,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0060,6,Mid-Market,Education,Monthly,0.0488,growth,62.0201,0.009669,0.059924,0.011538,2,0,0,23476.08,27658.12,5,18667.18,62.0113,0.068588,0.023386,2,0.0488,4808.9,0.2576125585,4808.9,increase,0.0088,0.0001419096,-0.008664,-0.011848,0,0,0,INV-2025-06-015,2025-06-11T10:00:00,Expansion,4808.9,Plan_Upgrade,1,"[""INV-2025-06-015""]","[""2025-06-11T10:00:00""]","[""Expansion""]",[4808.9],"[""Plan_Upgrade""]",4808.9,0,4808.9,0,0,4808.9,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-06-015,2025-06-11T10:00:00,Expansion,4808.9,Plan_Upgrade,4808.9,0,Expansion,Plan_Upgrade,4808.9,1,,,0,0,Expansion,stable,stable,positive,stable,stable,False,False,False,False,False,False,0.4495230694,2,True,4808.9,0.1794761457,9075.49,0.3387123802,4808.9,0.1794761457,7552.54,0.2818733534,15763.8233333333,2145.64,0.1547757565,3978.32,753.43,2663.26,unusual_increase,False,,"Expansion +4,808.9000","1 transactions; largest INV-2025-06-015 +4,808.9000 (Plan_Upgrade)"
ACC-0061,6,SMB,Real Estate,Monthly,0.1115,decline,1.5248,0.122451,0.075779,0.022112,1,0,1,482.71,482.71,5,593.35,2.9304,0.064225,0.018808,1,0.1115,-110.64,-0.1864666723,110.64,decrease,-1.4056,-0.4796614797,0.011554,0.003304,0,0,0,CR-2025-06-002,2025-06-20T10:00:00,Contraction,-110.64,Contract_Downgrade,1,"[""CR-2025-06-002""]","[""2025-06-20T10:00:00""]","[""Contraction""]",[-110.64],"[""Contract_Downgrade""]",-110.64,0,0,-110.64,0,0,-110.64,0,0,0,0,0,0,1,0,0,0,0,CR-2025-06-002,2025-06-20T10:00:00,Contraction,-110.64,Contract_Downgrade,0,-110.64,Contraction,Contract_Downgrade,-110.64,1,,,0,0,Contraction,positive,positive,stable,stable,negative,True,True,False,False,True,False,0.2029071853,8,False,-110.64,-0.0041292688,-168.4,-0.0062849681,1551.04,0.0578873923,7552.54,0.2818733534,,,,,,,insufficient_history,False,,Contraction -110.6400,1 transactions; largest CR-2025-06-002 -110.6400 (Contract_Downgrade)
ACC-0065,6,SMB,Energy,Multi-Year,0.0161,stable,6.0249,0.07375,0.054703,0.02159,1,inf,0,1142.68,1391.28,5,1142.68,4.6794,0.05,0.02,0,0.0161,0,0,0,increase,1.3455,0.2875368637,0.004703,0.00159,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,35,False,0,0,-168.4,-0.0062849681,1465.46,0.0546934044,-315.22,-0.0117645346,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0070,6,Enterprise,Technology,Annual,0.1814,stable,498.9999,-0.043871,0.089504,0.013304,2,1,0,82488.71,82488.71,5,82488.71,495.8534,0.088795,0.015967,1,0.1814,0,0,0,increase,3.1465,0.0063456255,0.000709,-0.002663,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,36,False,0,0,17887,0.6675725878,0,0,19556.77,0.7298911812,82488.71,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0001,7,Enterprise,Technology,Annual,0.049,stable,362.6044,0.01782,0.097305,0.019534,2,0,0,45436.72,45436.72,6,45436.72,358.8481,0.104138,0.010616,2,0.049,0,0,0,increase,3.7563,0.0104676603,-0.006833,0.008918,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,16,False,0,0,11533.59,0.3011183862,0,0,10346.52,0.2701264225,45436.72,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0002,7,Enterprise,Healthcare,Annual,0.0064,stable,274.5919,-0.003894,0.068061,0.016698,2,-0.3333333333,1,95719.75,95719.75,6,95719.75,272.5324,0.058263,0.016224,3,0.0064,0,0,0,increase,2.0595,0.0075568997,0.009798,0.000474,-1,-0.3333333333,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,negative,False,False,False,False,True,False,0,17,False,0,0,11533.59,0.3011183862,-105.48,-0.0027538665,10346.52,0.2701264225,83795.0833333333,12573.25,0.1905857504,19832.75,0,-12573.25,normal,False,,No driver activity this period.,0 transactions
ACC-0003,7,Mid-Market,Real Estate,Monthly,0.13,growth,54.3074,-0.02755,0.07919,0.01667,1,0,0,8278.52,8278.52,6,6917.19,52.7662,0.068481,0.018103,1,0.13,1361.33,0.1968039045,1361.33,increase,1.5412,0.0292080915,0.010709,-0.001433,0,0,0,INV-2025-07-001,2025-07-25T10:00:00,Expansion,1361.33,Feature_Upgrade,1,"[""INV-2025-07-001""]","[""2025-07-25T10:00:00""]","[""Expansion""]",[1361.33],"[""Feature_Upgrade""]",1361.33,0,1361.33,0,0,1361.33,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-07-001,2025-07-25T10:00:00,Expansion,1361.33,Feature_Upgrade,1361.33,0,Expansion,Feature_Upgrade,1361.33,1,,,0,0,Expansion,negative,positive,stable,stable,stable,True,True,False,False,False,False,0.1425335949,8,False,1361.33,0.035541535,14036.52,0.3664647565,1361.33,0.035541535,15351.43,0.4007943605,,,,,,,insufficient_history,False,,"Expansion +1,361.3300","1 transactions; largest INV-2025-07-001 +1,361.3300 (Feature_Upgrade)"
ACC-0004,7,SMB,Fintech,Annual,0.0319,growth,29.5755,0.031492,0.059397,0.01171,2,0,0,7832.05,7832.05,6,5973.39,28.3922,0.064353,0.011322,2,0.0319,1858.66,0.3111566464,1858.66,increase,1.1833,0.0416769394,-0.004956,0.000388,0,0,0,INV-2025-07-002,2025-07-09T10:00:00,Expansion,1858.66,Plan_Upgrade,1,"[""INV-2025-07-002""]","[""2025-07-09T10:00:00""]","[""Expansion""]",[1858.66],"[""Plan_Upgrade""]",1858.66,0,1858.66,0,0,1858.66,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-07-002,2025-07-09T10:00:00,Expansion,1858.66,Plan_Upgrade,1858.66,0,Expansion,Plan_Upgrade,1858.66,1,,,0,0,Expansion,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.2094641695,6,False,1858.66,0.0485258016,12732.4,0.3324168573,2361.29,0.0616484403,10346.52,0.2701264225,5973.39,0,0,0,0,1858.66,normal,False,,"Expansion +1,858.6600","1 transactions; largest INV-2025-07-002 +1,858.6600 (Plan_Upgrade)"
ACC-0005,7,SMB,Energy,Monthly,0.076,stable,20.5565,0.034357,0.093906,0.023957,2,0,0,1583.37,1583.37,6,1583.37,16.183,0.079405,0.014276,2,0.076,0,0,0,increase,4.3735,0.2702527344,0.014501,0.009681,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,18,False,0,0,12732.4,0.3324168573,1345.77,0.0351352953,15351.43,0.4007943605,1512.4933333333,-14.9433333333,0.0028390218,257.46,-302.29,14.9433333333,normal,False,,No driver activity this period.,0 transactions
ACC-0006,7,Mid-Market,Media,Annual,0.1946,growth,408.3486,-0.017963,0.059275,0.014794,1,0,0,80391.81,80391.81,6,72964.27,397.8001,0.048817,0.024945,1,0.1946,7427.54,0.101796948,7427.54,increase,10.5485,0.0265170874,0.010458,-0.010151,0,0,0,INV-2025-07-003,2025-07-17T10:00:00,Expansion,7427.54,Plan_Upgrade,1,"[""INV-2025-07-003""]","[""2025-07-17T10:00:00""]","[""Expansion""]",[7427.54],"[""Plan_Upgrade""]",7427.54,0,7427.54,0,0,7427.54,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-07-003,2025-07-17T10:00:00,Expansion,7427.54,Plan_Upgrade,7427.54,0,Expansion,Plan_Upgrade,7427.54,1,,,0,0,Expansion,stable,positive,positive,stable,stable,False,True,False,False,False,False,0.4374821725,4,True,7427.54,0.1939178398,14036.52,0.3664647565,7742.54,0.202141844,10346.52,0.2701264225,72964.27,0,0,0,0,7427.54,normal,False,,"Expansion +7,427.5400","1 transactions; largest INV-2025-07-003 +7,427.5400 (Plan_Upgrade)"
ACC-0007,7,Mid-Market,Technology,Multi-Year,0.0723,stable,147.4471,0.062577,0.07933,0.021744,3,-0.25,0,19811.56,19811.56,6,19811.56,149.2606,0.075092,0.079969,4,0.0723,0,0,0,increase,-1.8135,-0.0121498909,0.004238,-0.058225,-1,-0.25,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,positive,stable,stable,True,False,False,False,False,False,0,19,False,0,0,14036.52,0.3664647565,0,0,12604.56,0.329079217,19811.56,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0008,7,SMB,Logistics,Multi-Year,0.1711,growth,20.8799,-0.032072,0.046731,0.075341,4,3,0,1238.93,1238.93,6,919.19,17.2669,0.050051,0.020241,1,0.1711,319.74,0.3478497373,319.74,increase,3.613,0.2092442766,-0.00332,0.0551,3,3,0,INV-2025-07-004,2025-07-19T10:00:00,Expansion,319.74,Feature_Upgrade,1,"[""INV-2025-07-004""]","[""2025-07-19T10:00:00""]","[""Expansion""]",[319.74],"[""Feature_Upgrade""]",319.74,0,319.74,0,0,319.74,0,0,0,0,0,0,1,0,0,0,0,0,INV-2025-07-004,2025-07-19T10:00:00,Expansion,319.74,Feature_Upgrade,319.74,0,Expansion,Feature_Upgrade,319.74,1,,,0,0,Expansion,negative,stable,negative,negative,stable,True,False,True,True,False,False,0.1390463462,9,False,319.74,0.0083477558,12732.4,0.3324168573,319.74,0.0083477558,12604.56,0.329079217,840.05,79.14,0.116080203,237.42,0,240.6,unusual_increase,False,,Expansion +319.7400,1 transactions; largest INV-2025-07-004 +319.7400 (Feature_Upgrade)
ACC-0009,7,SMB,Energy,Monthly,0.0711,stable,62.3547,0.065563,0.059806,0.014508,0,,0,11272.75,11272.75,6,11272.75,63.3519,0.05,0.02,0,0.0711,0,0,0,increase,-0.9972,-0.0157406487,0.009806,-0.005492,0,,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,20,False,0,0,12732.4,0.3324168573,1345.77,0.0351352953,15351.43,0.4007943605,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0010,7,SMB,Healthcare,Annual,0.0342,stable,27.6551,-0.056488,0.060936,0.024096,0,,0,4542.53,4542.53,6,4542.53,26.1396,0.05,0.02,0,0.0342,0,0,0,increase,1.5155,0.0579771687,0.010936,0.004096,0,,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,positive,stable,stable,stable,True,True,False,False,False,False,0,21,False,0,0,12732.4,0.3324168573,-105.48,-0.0027538665,10346.52,0.2701264225,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0012,7,SMB,Education,Monthly,0.0422,growth,190.4547,0.002041,0.053864,0.017142,1,inf,0,49339.88,0,6,37325.79,183.7547,0.057658,0.015175,0,0.0422,12014.09,0.3218710173,12014.09,increase,6.7,0.0364616524,-0.003794,0.001967,1,inf,0,INV-2025-07-005,2025-07-05T10:00:00,Expansion,11175.17,Plan_Upgrade,2,"[""INV-2025-07-005"", ""INV-2025-07-006""]","[""2025-07-05T10:00:00"", ""2025-07-10T10:00:00""]","[""Expansion"", ""Usage_Overage""]","[11175.17, 838.92]","[""Plan_Upgrade"", ""Usage_Above_Commit""]",12014.09,0,12014.09,0,0,11175.17,0,0,0,0,838.92,0,0.9301719897,0,0,0,0,0.0698280103,INV-2025-07-005,2025-07-05T10:00:00,Expansion,11175.17,Plan_Upgrade,11175.17,0,Expansion,Plan_Upgrade,11175.17,0.9301719897,Usage_Overage,Usage_Above_Commit,838.92,0.0698280103,Expansion,stable,stable,stable,stable,stable,False,False,False,False,False,False,0.7626548561,1,True,12014.09,0.313663256,12732.4,0.3324168573,13743.73,0.3588206099,15351.43,0.4007943605,,,,,,,insufficient_history,False,,"Expansion +11,175.1700; Usage_Overage +838.9200","2 transactions; largest INV-2025-07-005 +11,175.1700 (Plan_Upgrade)"
ACC-0013,7,Mid-Market,Media,Monthly,0.0279,stable,85.4543,0.029538,0.059719,0.021061,1,inf,0,9237.22,9237.22,6,9237.22,86.1496,0.05,0.02,0,0.0279,0,0,0,increase,-0.6953,-0.0080708442,0.009719,0.001061,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,22,False,0,0,14036.52,0.3664647565,7742.54,0.202141844,15351.43,0.4007943605,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0014,7,SMB,Education,Multi-Year,0.0799,stable,70.0865,-0.028211,0.051949,0.018844,1,0,0,11309.91,11309.91,6,11309.91,71.4796,0.058935,0.015268,1,0.0799,0,0,0,increase,-1.3931,-0.0194894767,-0.006986,0.003576,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,stable,stable,stable,True,False,False,False,False,False,0,23,False,0,0,12732.4,0.3324168573,13743.73,0.3588206099,12604.56,0.329079217,11309.91,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
